prefilter_suggestion,prefilter_reason,Include_Title_Abstract,Exclusion_Reason,id,doi,title,abstract,keywords,venue,year,block,tool_type,method_class,sources_found
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W3134243442,,"PENGARUH ETOS KERJA DAN LINGKUNGAN KERJA TERHADAP KINERJA KARYAWAN (Studi Kasus Pada Divisi SDM PT. TIMAH, Tbk.)","Penelitian ini bertujuan untuk mengetahui pengaruh etos kerja terhadap kinerja karyawan pada Divisi SDM PT. TIMAH, Tbk, pengaruh lingkungan kerja terhadap kinerja karyawan pada Divisi SDM PT. TIMAH, Tbk, dan pengaruh etos kerja dan lingkungan kerja terhadap kinerja karyawan pada Divisi SDM PT. TIMAH, Tbk. Populasi dalam penelitian ini adalah 35 karyawan. Data dikumpulkan dengan kuesioner yang telah diuji validitas dan reliabilitasnya. Metode yang digunakan adalah regresi linier berganda, dengan bantuan software SPSS 24.&#13;\nHasil penelitian ini menunjukkan bahwa etos kerja dan lingkungan kerja secara simultan berpengaruh terhadap kinerja karyawan seperti yang ditunjukkan oleh tingkat signifikansi F &lt; α (0,000 &lt; 0,05) dan R-square sebesar 0,538. artinya kontribusi etos kerja, lingkungan kerja, dan kinerja karyawan adalah 53,8%. Sedangkan sisanya 46,2% dijelaskan oleh variabel lain diluar penelitian ini. Secara parsial, etos kerja berpengaruh signifikan terhadap kinerja karyawan sebesar 0,000 dan lingkungan kerja tidak berpengaruh signifikan terhadap kinerja karyawan sebesar 0,166.",Physics,,2019,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W2943365514,,"ANALISIS PENGARUH KOMITMEN ORGANISASI, BUDAYA OORGANISASI, DAN ETOS KERJATERHADAP KINERJA PEGAWAI (Studi Kasus Pada Dinas Pendapatan Pengelolaan Kas Daerah Provinsi Kepulauan Bangka Belitung)","The method of analysis is descriptive analysis methods and headgeared student who use multiple regression analysis linear compounds, testing significantly simultaneously and testing significantly partial. The execution analysis methods data using aid software SPSS 22. That the used data secondary data. This Research using 58 respondents as samples or drawn based on stratified random sampling. Results of the study showed that simultaneously commitment Organization, culture of the Organization and work ethic a positive effect on the work of Civil Servants with the Fhitung 16.230, while partially variables Organizational commitment has a significant impact on performance with the result t count (3.250) > t tabel (1.67591), for Culture variable Organisiasi, t count (1.459) < t tabel (1.67591) can be said that culture of the Organization did not have any influence on performance and work ethic with the result, t count (-463) < t tabel (1.67591) can be said that work ethic did not have any influence on performance.",Stratified sampling; Work ethic; Descriptive statistics; Business administration; Agricultural science; Operations management; Regression analysis; Organizational commitment; Work (physics); Management; Statistics; Mathematics; Business; Engineering; Economics,Jurnal Progresif Manajemen Bisnis,2017,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W1542025189,,"KUALITAS KEPEMIMPINAN, ETOS MORALITAS PRIBADI, KOMPETENSI, DAN PELAYANAN PUBLIK","Ethos Private Morality, Competence, and the Public Service. This study aims to determine the effect of leadership qualities, personal moral ethics, and competence in the performance of public services in East Java legislators. The method used is a quantitative method. The study population was a community that metropolis, traditional and civil society. Sampling was stratified random sampling and purposive sampling with as many as 115 respondents. Data collection techniques using koesioner, interviews, and observations. Data were analyzed with path analysis method with SPSS software. The results showed that the ethos of personal morality and competence indirectly influence on legislators public service through leadership qualities. To improve the quality of public service leadership legislators in leading the people it represents needs to be improved. Keywords: performance, leadership qualities, personal morality ethics, competence, public service.",Nonprobability sampling; Competence (human resources); Morality; Ethos; Public service; Population; Public relations; Path analysis (statistics); Sociology; Psychology; Political science; Social psychology; Law; Computer science,,2014,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W2623167892,,Az ETO-jelzetek automatikus elemzésének kérdései,"Universal Decimal Classification is often criticized for that computer programmes are not able to fully manage its simultaneously hierarchical, analyticsynthetic and faceted features. The goal of this paper is to present a software interpreter under development, which is able to analyze the syntax of compound UDC numbers, to recognize its elements and their functions, their order and other attributes which may be relevant to retrieval. The system wishes to make the results of this analyzing process available as converted into different standard markup and data exchange formats as well. Such software can be useful for comparing UDC notations, analyzing them and finding headings to serve as access points, as well as for elaborating.",Computer science; Markup language; Syntax; Software; Programming language; Process (computing); Notation; XML; Interpreter; World Wide Web; Artificial intelligence; Arithmetic; Mathematics,Műszaki könyvtárosok tájékoztatója/Tudományos és műszaki tájékoztatás,2015,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W3214428539,,"PENGARUH PROMOSI JABATAN, KOMPETENSI, DAN ETOS KERJA ISLAM TERHADAP KINERJA KARYAWAN(Studi Kasus Pada BPRS Bangun Drajat Warga Yogyakarta)","This study aims to determine the effect of job promotion, competene, and Islamic work ethic on employee performance at BPRS Bangun Drajat Warga Yogyakarta. The method of analysis used multiple regression analysis using SPSS 23.0 software. The sampling technique used is purposive sampling. Primary data in this study were obtained from respondents. The number of population in this study were 34 respondents. The results of this study indicate that job promotion and Islamic work ethic have no effect on employee performance, while competence has a positive and significant effect eon employee performance.",Nonprobability sampling; Work ethic; Promotion (chess); Business administration; Competence (human resources); Psychology; Islam; Population; Work (physics); Social psychology; Political science; Business; Sociology; Theology; Engineering; Demography,,2021,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W2357397152,,Design and Realization of A Hardware Firewall Based on ETOS,"The embedded operating system ETOS self-developed by Qingdao Yeetec Technology Co., Ltd. is introduced. After analyzed firewall platform Firewall-R1, the realization of a hardware firewall based on ETOS is introduced in details. Then the implementation of the firewall in the ETOS kernel is analyzed, and particularly to explain the software realization of the hardware firewall. The firewall has been used in the network products of Qingdao Yeetec Technology Co., Ltd. Experimental results indicate the firewall is stable, safe and high efficient.",Firewall (physics); Application firewall; Computer science; Context-based access control; Operating system; Embedded system; Stateful firewall; Computer hardware; Computer security; Business,Microcomputer applications,2007,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,ET signal + off-topic token (electronics/materials),,,https://openalex.org/W2294622294,10.1002/hyp.10838,Hydrology needed to manage droughts: the 2015 European case,"It is generally accepted that drought is one of the most costly weather-related natural hazards. In 2015, a long-lasting drought hit Europe, particularly affecting central and eastern Europe. In some regions it was the driest (North Slovakia) and in others (Czech Republic and Poland) it was the second driest summer of the last 50 years (following 2003). Key questions are: (i) how extreme are these events, not only in terms of hydro-meteorological characteristics but also impacts? and (ii) how are these impacts managed? Droughts often are viewed from a climatic perspective (e.g. Herring et al., 2015; Heim, 2015), with their severity defined by the strength of the anomaly in meteorological conditions (e.g. sea surface temperature, geopotential height, precipitation or temperature). Normalized anomalies in climatic variables, such as the Standardized Precipitation Index (SPI, McKee et al., 1993; WMO, 2006) and the more recently developed Standardized Precipitation–Evapotranspiration Index (SPEI, Vicente-Serrano et al., 2010), have become standard tools to characterize drought. Although the SPI and SPEI have proved their applicability across a wide range of hydro-climatological regimes, there is a pressing need to monitor the impacts of climate and weather events in a more systematic way (Stahl et al., 2016). Many drought-related impacts (e.g. crop yields, water-borne transport, aquatic ecosystems, water supply, energy production) are associated with hydrology rather than solely with weather. Hydrologically oriented drought studies have shown that drought in groundwater or streamflow (hydrological drought) deviates from meteorological drought (precipitation anomalies) (Changnon, 1987; Peters et al., 2003; Vidal et al., 2010; Hannaford et al., 2011; Van Loon and Van Lanen, 2012; Van Dijk et al., 2013). Hydrological drought is a complex phenomenon that integrates many river basin characteristics, such as (but not limited to) land cover, topography, geology and river network structure (Van Lanen et al., 2013; Stoelzle et al., 2014). Minor meteorological droughts may not show up as a hydrological drought, whereas a series of meteorological droughts can merge to form a long-lasting hydrological drought, which usually has a later onset and recovery. Hydrological drought has in most cases a smaller intensity than meteorological drought. The areas that are covered by the different drought types are also varying (Peters et al., 2006; Tallaksen et al., 2009). Additionally, water managers take actions in response to the (forecasted) impacts (e.g. water storage, abstractions, water transfers) in which hydrology plays a key role. This commentary discusses how drought, from its origin as a meteorological anomaly, manifests itself as a deficiency in soil moisture and subsequently as a hydrological drought. Furthermore, the commentary emphasizes that better understanding and management of drought requires understanding this propagation of water deficits through the hydrological cycle, with consideration of the nature of the resultant impacts on socioeconomic and natural systems also of critical importance. Drought characterization from such a perspective requires concerted multi-disciplinary action from both the climatic and hydrological communities. Although some initiatives (Harding et al., 2011; Schellnhuber et al., 2013) are promising, more widespread and comprehensive action is necessary. We use the 2015 European drought as an example. The summer (June – August) of 2015 was characterized by daily maximum temperatures 2 °C higher than the seasonal mean over most of western Europe, and more than 3 °C higher in central Europe (Figure 1a). Large parts of Europe also experienced a severe lack of rainfall and higher evapotranspiration than normal, with negative values of the three-month standardized precipitation–evaporation anomaly (SPEI3) from June onwards across a widespread area. Summer SPEI3 values dropped to as low as −4 in central and eastern Europe (Figure 1b). Similar to the extreme 2003 summer drought, upper level atmospheric circulation over continental Europe was characterized by a large, positive 500-hPa geopotential height anomaly (Z500; Figure 1c). Positive anomalies first occurred in March, and persisted throughout the summer. This high pressure blocking pattern over Europe prevented the flow of moisture and precipitation across much of Europe. During summer, the positive European anomaly was bordered by a large negative Z500 over the central North Atlantic Ocean, extending to northern Scandinavia. Summer sea surface temperature (SST) was characterized by large negative anomalies in the central North Atlantic Ocean (with the peak difference approximately co-located with the peak Z500 difference), and large positive anomalies in the Mediterranean basin (Figure 1d). The 2015 negative Atlantic SST (JJA) anomaly was within the top 10 coldest summers in this region in the ERSST v4 record extending back to 1854. Vegetation stress in summer 2015 (anomaly of absorbed photosynthetically active radiation; Figure 2) displayed similarities to the SPEI pattern (Figure 1b), but also with obvious differences. At the end of June, only some scattered areas with vegetation stress occurred, mainly in eastern Europe (Ukraine, Romania, Balkan Adriatic coast). In August, these areas combined into a west-east zone stretching from central France into Ukraine and Belarus. In October, the west-east zone divided into three core regions: southern Germany, Poland and Ukraine, and some new areas (Latvia, northern Europe) in response to a precipitation deficit that developed in early autumn (not shown). In all cases, the area affected by vegetation stress was substantially smaller than the area experiencing moderate meteorological drought (SPEI < −1, Figure 1b), although they occupied similar regions. Low flow and drought characteristics were computed from about 800 daily streamflow time series across Europe (Laaha et al., 2016). The return period of the 7-day minimum flow in 2015 was determined for each month (Figure 3). In June, most gauging stations showed streamflow with return periods <2 years (Figure 3a), with a few exceptions (mostly <5 years). Although SPEI3 ≤ −1 in June occurred in a wide west-east band from the Benelux into Belarus and Ukraine (not shown), low flows remained in the normal range. In August, low flows became more extreme (Figure 3b) in a southwest-northeast zone north of the Alps. Particularly in central Europe (Czech Republic, Poland, southern Germany, northern Austria) and also France, the return period of the 7-day minimum flow increased to more than 50 years. In the Czech Republic and Poland (e.g. Vistula) many rivers recorded the lowest flow on record. Some recovery was seen in the autumn, but low flows were still extreme (return period >20 years) in southern Germany, southwestern Poland and the Czech Republic (Figure 3c). Return periods for drought duration (the period that streamflow is below flow equaled or exceeded 80% of the time over the period 1976–2010) are presented in Figure 3d. Drought characteristics could not be fully established for 2015, because for many gauging stations flow by the end of the autumn was still below the drought threshold. A typical feature of the 2015 drought was its long duration. For instance, one of the major rivers in Europe, the Rhine at the Dutch–German boundary, faced the longest running low flow period since the 1976 benchmark drought. Return periods in drought duration of more than 20 years were mainly seen in central Europe. The flow analysis showed that the drought followed the SPEI3 JJA pattern, but that the hydrological response was delayed through drought propagation and that local differences occurred because of catchment storage processes and antecedent conditions. The impacts of the 2015 drought were manifold across Europe, as derived from various text sources (e.g. reports, websites). The wide range of impacts is not uncommon as illustrated for previous events by the European Drought Impact Inventory, EDII (Stahl et al., 2016). In some central and eastern European regions the impacts continued even into 2016. No drought impacts were reported in Scandinavia and the UK, which matches the drought pattern in Figures 1–3. The vegetation stress (Figure 2) induced by excessive heat and soil water drought led to lower crop yields. For example, crop losses of up to 50% were reported in the Czech Republic, Germany, Poland and Slovakia for sugar beet and potatoes, while maize was unable to build cobs in some regions. The drought also had a significant impact on livestock farming, with a 50% lower hay harvest (Czech Republic), failing grass cuts (Germany, Slovakia) and substantially lower milk production (Slovakia and Romania). Czech authorities have estimated that the impact of the 2015 drought on agriculture amounts to € 50–100 million. The drought also led to worst summer for Czech firefighters in at least the last ten years, with almost twice as many fires as in 2014. In Austria the drought caused an exceptionally long wildfire season, lasting until the end of 2015. The hydrological component of the 2015 drought (Figure 3) had an impact on a wide range of sectors, including water supply, energy production, waterborne transportation, freshwater aquaculture and fisheries, water quality, fresh water ecology, tourism and recreation. A summary of these impacts follows. Across central Europe and parts of eastern Europe (e.g. Romania) hundreds of towns and villages faced drinking water supply deficiencies. In southern Germany, boreholes dried up in crystalline rocks leading to water supply shortages for cattle. In eastern Romania record-low groundwater levels were registered and because of groundwater overexploitation water quality deteriorated. Low flows and associated high water temperatures caused reduced energy production along rivers in southern Germany, Czech Republic, Poland and European Russia. Some hydropower stations had to be shut down: in the northeast Czech Republic the majority of small hydropower plants were out of service for four months. In August, 1600 of the biggest companies in Poland suffered from power restrictions. French and Czech hydropower production was 30–50% lower than normal in some summer and autumn months. Similar reductions were reported for one of the main hydropower stations in the downstream part of the Don River (Russia). The 2015 drought significantly impacted water-borne transportation, notably in France, Germany and European Russia. In Germany, load losses on the Rhine, Danube, Elbe, Oder and Weser Rivers and in Russia on the Don River were up to 50%. The drought and associated heat triggered oxygen deficits and high temperatures in surface water bodies in Germany, Slovakia and European Russia, which influenced freshwater aquaculture and fisheries (lower fish yields), while causing other water quality issues (blue–green algae blooms and botulism). Dried-up fish breeding grounds and dying fish were reported in several central and eastern European countries. Fresh water ecosystems in the Czech Republic were also impacted by hydropower plants; 25% of the small plants could not comply with the ecological minimum flow standard. Violation of environmental flow requirements in upstream headwaters also happened in Germany. Tourism and recreation were impacted in several countries because low reservoir and river levels restricted leisure activities in these water bodies. Access to forests was also restricted because of the high fire risk. The impacts of the 2015 drought were also felt beyond the core region in central and eastern Europe. For example, in Belgium and the Netherlands a 1-in-20 year meteorological drought occurred from April to August. Some early crops (such as potatoes) had yield losses of up to 30%. Low flow in the major Dutch rivers caused salt water intrusion in the river mouths over tens of kilometres, affecting fresh and brackish water ecosystems. Water-borne transport in the Netherlands was strongly impacted. The shallow water depth affected transport until late November (with up to 50% cargo losses in the autumn), mainly because of little river inflow from upstream (Switzerland and southern Germany). Shrinkage of old peat dikes caused cracks leading to increased flood risk in the Netherlands. In the autumn many houseboats were sitting askew on dry stream bottoms because of the unprecedented low water levels. Surface water and reservoirs are particularly important means to manage a drought. For instance, in the Czech Republic, reservoirs were 90% full at the start of the 2015 summer. During the drought event, reservoirs were emptied to provide direct water and to increase low flows downstream. Reservoir storage remained above 30% with a few exceptions, but most reservoirs were still in decline at the end of October 2015, which had not happened since 2003. In the eastern part of Romania, the volume of some large inter-annual regulation reservoirs was also very low (remaining storage: about 30%) at the end of 2015. In northeastern France, reservoirs used for sustaining low flows had their available volume below the 1-in-10 year level in early September. In Germany, record water transfers from the Danube to Main basins were implemented for low flow augmentation. In the Dutch lowlands, surface water levels were raised to conserve water. Some canals or sections in northeastern France were closed to water-borne transportation for several months, not re-opening until the end of 2015. Transport in Romania also faced restrictions. In the Netherlands, boats had to cope with more costly lock operations. Special measures were implemented in the main river network until the end of the autumn as a response to the low inflow from upstream. In many European regions crops were irrigated when possible. Record irrigation of corn and tobacco was reported in the Upper Rhine Valley in Germany. In contrast, water abstraction restrictions were in place in 70 French departments in early August, which enforced a complete water abstraction ban for all non-priority uses, including irrigation. In early November some crisis orders were still active in Burgundy. In the Netherlands there were bans on abstraction of surface water for irrigation to avoid deterioration of water quality until mid-August when rain caused relief. Locally, in the Czech Republic, Poland, Slovakia and southern Germany tank trucks were ordered to fill reservoirs in municipalities with water supply deficiencies because of low inflow from local springs. Many municipal councils banned water use for watering gardens, swimming pools or washing cars. Additional flushing of the regional surface water system in the Netherlands using water from the main rivers occurred to avoid further salinization. Emergency pumps were installed to reroute surface water and in other places surface water was blocked from flowing into certain streams to avoid further deterioration of water quality. Various water inlets were closed to avoid spreading of blue–green algae. Natural swimming baths were closed (Germany, the Netherlands) due to the deteriorated water quality (blue–green algae bloom and botulism). Resettlement of fish was reported in Germany, Czech Republic and Slovakia. Aquaculture had increased costs for extra oxygenation. Various measures were also taken for human health and public safety reasons. In German, Dutch Slovak and Romanian cities, additional water was required for watering parks to avoid further development of the urban heat island and to maintain aesthetic value. In Bratislava and Bucharest, water tanks were used to supply tourists and city inhabitants at selected points. The Dutch Water Boards had to frequently inspect 3500 km of drought sensitive peat dikes and to irrigate in case of drought cracks. As shown for the 2015 European event, drought impacts are largely connected to soil water drought (crop yield, wildfires) or to hydrological drought (water supply, energy, transportation, recreation, water quality) rather than directly to the meteorological drought. This implies that knowledge of hydrology, i.e. the propagation of meteorological drought into a hydrological drought, including the role of antecedent water storage, is needed to understand drought impacts. It is also illustrated that stakeholders and water managers respond to impacts by taking measures (e.g. irrigation, water abstractions, use of reservoir storage, rerouting, transfers, conservation) to mitigate impacts, but which can also enhance impacts elsewhere (Van Dijk et al., 2013; Van Loon et al., 2016). Enhancement of impacts typically involves ecological minimum flows that cannot be sustained because of upstream water use. During droughts there is a high pressure on groundwater resources and in several regions more groundwater is abstracted than recharged (e.g. Castle et al., 2014; Panda and Wahr, 2015), leading to undesirable impacts (e.g. reduced groundwater flow to riparian areas and rivers). However, reports on declining groundwater tables are not everywhere available, or no separation is made between impacts due to the drought itself as compared to abstractions due to increased groundwater exploitation, as advised by Van Loon and Van Lanen (2013). The need for an enhanced hydrological perspective in terms of understanding and managing drought impacts requires urgent action. First, the European water sector should make near-real time hydrological data as readily available as meteorological data (Haylock et al., 2008; Hannah et al., 2011). Currently, large-scale observed flow data become available not earlier than a year after measurement (Global Runoff Data Centre, www.bafg.de/GRDC/EN), which forces experts to resort to simulated flow for pan-European studies (e.g. Gudmundsson and Seneviratne, 2015). Furthermore, drought impacts and response measures (including their success rate) should be archived, for example using the European Drought Impact Inventory (Stahl et al., 2016). Second, multi-monthly and seasonal drought forecasting should be improved beyond the currently available 10 or 14-day forecasted atmospheric indices and soil water anomalies. Some encouraging initiatives at the national scale are ongoing, as reported by the Hydrological Ensemble Prediction Experiment (HEPEX) community. For example, Prudhomme (2015) presented the first operational forecast system for Great Britain that delivers an outlook of 1 to 3 months for river flow and groundwater levels. Promising results on the forecasted 7-day minimum flow for major German waterways were also shown by Meißner et al. (2015), which are based upon the seasonal correlation between global oceanic and climatic data, soil moisture and low river flow (Ionita et al., 2008; 2015). Third, drought monitoring and forecasting should be embedded in drought policy. Wilhite (2014) provides a template for action, which in Europe could improve the drought chapter in the River Basin Management Plans. Managing drought in a pro-active way requires a concerted action of the hydrological and climatic communities. Such action should include pan-European monitoring of hydro-meteorological variables and multi-monthly and seasonal forecasting of both climatic and hydrological variables. Furthermore, impact assessments and exploration of potential promising measures to reduce impacts (considering context specific conditions at the river basin scale) represent a critical research direction for drought impact mitigation. This commentary is by a of European drought experts from the Low and Drought which to near-real time hydrological data and impact reports across Europe, which have Data by national hydro-meteorological the European Drought and and from the Access for most of the Access and was",Evapotranspiration; Precipitation; Environmental science; Streamflow; Climate change; Climatology; Hydrology (agriculture); Water resources; Geopotential height; Geography; Geology; Meteorology; Drainage basin; Ecology; Oceanography,Hydrological Processes,2016,Irrigation_Decision,,Non-deterministic,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,2-s2.0-85050494496,10.3390/rs10071074,Bayesian Bias correction of satellite rainfall estimates for climate studies,"Advances in remote sensing have led to the use of satellite-derived rainfall products to complement the sparse rain gauge data. Although these products are globally and some regional bias corrected, they often show substantial differences relative to ground measurements attributed to local and external factors that require systematic consideration. A decreasing rain gauge network inhibits the continuous validation of these products. Our proposal to deal with this problemwas to use a Bayesian approach tomerge the existing historical rain gauge information to create consistent satellite rainfall data for long-term applications. Monthly bias correction was applied to Climate Hazards Group Infrared Precipitation with Stations (CHIRPS v2) using a corresponding gridded (0.05°) rain gauge data over East Africa for 33 years (1981-2013). The first 22 years were utilized to derive error fields which were then applied to independent CHIRPS data for 11 years for validation. Assessments of the approach's influence on the rainfall estimates spatially and temporally were explored. Results showed a significant spatial reduction of the underestimation and overestimation of systematic errors at both monthly and yearly scales. The reduced errors increased with increased rainfall amounts, hence was less so in the relatively drier months. The overall monthly reduction of Root Mean Square Difference (RMSD) was between 4% and 60%, and the Mean Absolute Error (MAE) was between 1% and 63%, while the correlations improved by up to 21%. Yearly, the RMSDwas reduced between 17%and 49%, and theMAE between 13% and 48%, while the increase in correlations was between 9% and 17%. Decreased yearly bias correction corresponded with years of high rainfall associated with El Niño. Results for the assessments of the effectiveness of the Bayesian approach showed that it was more effective in reducing systematic errors related to rainfallmagnitudes, but its performance decreased in areas of sparse rain gauge network that insufficiently represented rainfall variabilities. This affected areas of deep convection, leading tominimal overestimation reductions associated with the cirrus effect. Conversely, significant corrections were during years of low rainfall from shallow convections. The approach is suitable for long-term applications where consistencies ofmean errors can be assumed.",Bayesian bias correction;East Africa;Rain gauge;Satellite rainfall,Remote Sensing,2018,Irrigation_Decision,,Non-deterministic,scopus
CHECK,no clear ET/irrigation signal in title/abstract,,,2-s2.0-85209256208,10.1016/j.scitotenv.2024.177552,Development of the CMA-ChemRA: China Regional Weakly Coupled Chemical-Weather Reanalysis System with product since 2007,"The CMA-ChemRA (China Regional Weakly Coupled Chemical-Weather Reanalysis System) was developped using China's first-generation global atmospheric reanalysis product (CRA-40) as initial fields and boundary conditions, coupled with the WRF-Chem atmospheric chemical model and the WRFDA/3DVar assimilation system. By constructing a joint background error covariance matrix, CMA-ChemRA achieves weak coupling between atmospheric chemistry and meteorological variables, enabling simultaneous assimilation of diverse data sources, including hourly observations from ground stations, wind profilers, upper-air soundings, aircraft reports, and atmospheric composition measurements. To extend the dataset to periods before 2013 when China lacked PM<inf>2.5</inf> observations, the system incorporates a reconstructed PM<inf>2.5</inf> dataset derived by AI from visibility inversion alongside various emission inventories. The CMA-ChemRA system produces a reanalysis product from 2007 to the present, with a spatial resolution of 15 km and an hourly temporal resolution. It includes three-dimensional isobaric and near-surface layers for 6 key elements PM<inf>2.5</inf>, PM<inf>10</inf>, O<inf>3</inf>, SO<inf>2</inf>, NO<inf>2</inf>, and CO, as well as meteorological variables. This product is updated in near real-time, with a 50-min lag for forecast updates. Evaluation of the system shows substantial improvements in accuracy, with significant reductions in root mean square error (RMSE) for the six elements in the near-surface atmospheric layer post-assimilation. The model's depiction of ground-level PM<inf>2.5</inf> concentrations aligns well with independent observational data across five urban regions, showing a narrow RMSE range of 15.5 to 32.8 μg/m<sup>3</sup>. Additionally, CMA-ChemRA demonstrates strong performance in capturing the evolution of dust storms and pollution events, particularly in accurately modeling PM<inf>2.5</inf> concentrations during severe pollution episodes. Our innovative approach in constructing a joint background error covariance matrix and the resulting high-resolution, real-time updating CMA-ChemRA product. This represents significant advancement in the field of atmospheric and chemical weather reanalysis. The product serves as an crucial tool for environmental monitoring and forecasting in China.",Assimilation;Chemical-weather coupled reanalysis;Operational production,Science of the Total Environment,2024,Irrigation_Decision,,Unclassified,scopus
CHECK,no clear ET/irrigation signal in title/abstract,,,2-s2.0-85212317122,10.1016/j.scitotenv.2024.177964,"Fine-scale landscape heterogeneity drives microbial community structure at Robinson Ridge, East Antarctica","Life at Robinson Ridge, located in the Windmill Islands region of East Antarctica, is susceptible to a changing climate. At this site, responses of the vegetation communities and moss-beds have been well researched, but corresponding information for microbial counterparts is still lacking. To bridge this knowledge gap, we established baseline data for monitoring the environmental drivers shaping the soil microbial community on the local ‘hillslope’ scale. Using triplicate 300-m long transects encompassing a hillslope with wind-exposed arid soils near the top, and snowmelt-sustained-moss beds at the bottom, we assessed the fine-scale heterogeneity of the soil environmental and microbial properties. Moist, low-lying, and vegetated soils exhibited higher soil fertility and unique biodiversity, with taxa adapted to thrive in moist conditions (i.e., Tardigrada, Phragmoplastophyta, Chloroflexi) and those that have previously demonstrated strong specificity for moss species (i.e., Fibrobacterota, Mucoromycota and Cyanobacteria) dominating. In contrast, elevated soils with limited moisture and nutrients were dominated by metabolically diverse phyla like Actinobacteriota and Ascomycota. Significant differences in microbial communities were observed at both hillslope (50–300 m) and fine spatial scales, as small as 0.1 m. Vertical heterogeneity was observed with higher abundances of Cyanobacteria and micro-algae in surfaces compared to subsoil, potentially indicating early biocrust formation. Stochastic and deterministic processes governing phylogenetic assembly were linked to soil positional groups and microbial domains rather than soil depth. Gradient Forest modeling identified critical environmental thresholds, such as ammonia, manganese, and sulphur, responsible for drastic community changes following level alterations. This reinforces the existence of strong niche preferences and distinct distribution patterns within the local microbial communities. This study highlights the need for finer-scale investigations considering site topography to better understand the relationship between environmental drivers and local microbiota. Ultimately, these insights enable us to understand environmental drivers and predict Antarctic ecosystem responses, helping safeguard this fragile environment.",Antarctica;Climate change;Environmental thresholds;Fine scale;Landscape heterogeneity;Soil microbial communities,Science of the Total Environment,2025,Irrigation_Decision,,Non-deterministic,scopus
CHECK,no clear ET/irrigation signal in title/abstract,,,2-s2.0-84944046036,10.1088/1748-9326/10/8/085004,Projections of rapidly rising surface temperatures over Africa under low mitigation,"An analysis of observed trends in African annual-average near-surface temperatures over the last five decades reveals drastic increases, particularly over parts of the subtropics and central tropical Africa. Over these regions, temperatures have been rising at more than twice the global rate of temperature increase. An ensemble of high-resolution downscalings, obtained using a single regional climate model forced with the sea-surface temperatures and sea-ice fields of an ensemble of global circulation model (GCM) simulations, is shown to realistically represent the relatively strong temperature increases observed in subtropical southern and northern Africa. The amplitudes of warming are generally underestimated, however. Further warming is projected to occur during the 21st century, with plausible increases of 4-6 °C over the subtropics and 3-5 °C over the tropics by the end of the century relative to present-day climate under the A2 (a low mitigation) scenario of the Special Report on Emission Scenarios. High impact climate events such as heat-wave days and high fire-danger days are consistently projected to increase drastically in their frequency of occurrence. General decreases in soil-moisture availability are projected, even for regions where increases in rainfall are plausible, due to enhanced levels of evaporation. The regional dowscalings presented here, and recent GCM projections obtained for Africa, indicate that African annual-averaged temperatures may plausibly rise at about 1.5 times the global rate of temperature increase in the subtropics, and at a somewhat lower rate in the tropics. These projected increases although drastic, may be conservative given the model underestimations of observed temperature trends. The relatively strong rate of warming over Africa, in combination with the associated increases in extreme temperature events, may be key factors to consider when interpreting the suitability of global mitigation targets in terms of African climate change and climate change adaptation in Africa.",actionable messages for adaptation;African temperatures;climate change;drought index;heat-waves;high fire-danger days;regional climate model projections,Environmental Research Letters,2015,Irrigation_Decision,,Non-deterministic,scopus
